ticker,peer_string,peer_list
AMRX,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
AMS,"FONR,CYH,HCA,PINC,CCM,INFU,ULGX,VAR","['FONR', 'CYH', 'HCA', 'PINC', 'CCM', 'INFU', 'ULGX', 'VAR']"
AMSC,"AZZ,POWL,AOS,FELE,WWD,BRKR","['AZZ', 'POWL', 'AOS', 'FELE', 'WWD', 'BRKR']"
AMSF,"ANAT,EIG,MKL,ACGL,TRV,HCC","['ANAT', 'EIG', 'MKL', 'ACGL', 'TRV', 'HCC']"
AMSWA,"MANH,ORCL,MSFT,IBM,SAP","['MANH', 'ORCL', 'MSFT', 'IBM', 'SAP']"
AMT,"CCI,SBAC,TDS,RCI,RCI.A-CA,DTEGY","['CCI', 'SBAC', 'TDS', 'RCI', 'RCI.A-CA', 'DTEGY']"
AMTB,"NABZY,NBHC,NBN,NA-CA","['NABZY', 'NBHC', 'NBN', 'NA-CA']"
AMTBB,"NABZY,NBHC,NBN,NA-CA","['NABZY', 'NBHC', 'NBN', 'NA-CA']"
AMTX,"LYB,VHI,WLKP,GPRE","['LYB', 'VHI', 'WLKP', 'GPRE']"
AMWD,"MAS,FBHS,PATK,CSTE","['MAS', 'FBHS', 'PATK', 'CSTE']"
AMX,"TEF,T,VIV,DISH,TEO","['TEF', 'T', 'VIV', 'DISH', 'TEO']"
AMZN,"GOOGL,EBAY,TSLA,NFLX,MSFT,NWSA","['GOOGL', 'EBAY', 'TSLA', 'NFLX', 'MSFT', 'NWSA']"
AN,"PAG,GPI,SAH,ABG,KMX,LAD,CPRT,RUSHA","['PAG', 'GPI', 'SAH', 'ABG', 'KMX', 'LAD', 'CPRT', 'RUSHA']"
ANAB,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
ANAT,"CB,ORI,AFG,THG,UFCS,WRB,HCC","['CB', 'ORI', 'AFG', 'THG', 'UFCS', 'WRB', 'HCC']"
ANDE,"BG,ALCO,MOS,WMT,CRESY,JCTCF,UVV","['BG', 'ALCO', 'MOS', 'WMT', 'CRESY', 'JCTCF', 'UVV']"
ANET,"MSFT,HPQ,SILC,JNPR,LTRX,JCS,CSCO","['MSFT', 'HPQ', 'SILC', 'JNPR', 'LTRX', 'JCS', 'CSCO']"
ANF,"BKE,URBN,AEO,GPS,EXPR,ZUMZ,TJX,ROST,TLYS","['BKE', 'URBN', 'AEO', 'GPS', 'EXPR', 'ZUMZ', 'TJX', 'ROST', 'TLYS']"
ANGI,"TRUE,FB,GOOGL,YELP,GRPN,Z","['TRUE', 'FB', 'GOOGL', 'YELP', 'GRPN', 'Z']"
ANGO,"LMAT,MMSI,TFX,ICUI,BSX,JNJ","['LMAT', 'MMSI', 'TFX', 'ICUI', 'BSX', 'JNJ']"
ANIK,"MDT,SYK,HRC,JNJ,HALO,STAA,DYNT","['MDT', 'SYK', 'HRC', 'JNJ', 'HALO', 'STAA', 'DYNT']"
ANIP,"JAZZ,EVOK,TEVA,INFI,PFE,LCI,CLDX,CAH,NVS,RPRX","['JAZZ', 'EVOK', 'TEVA', 'INFI', 'PFE', 'LCI', 'CLDX', 'CAH', 'NVS', 'RPRX']"
ANIX,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
ANSS,"PTC,ADSK,A,CDNS,SNPS,GD,DASTY","['PTC', 'ADSK', 'A', 'CDNS', 'SNPS', 'GD', 'DASTY']"
ANTM,"CI,UNH,CNC,HUM","['CI', 'UNH', 'CNC', 'HUM']"
ANY,"CTXS,DMRC,NTWK,FIVN","['CTXS', 'DMRC', 'NTWK', 'FIVN']"
AOD,,['']
AON,"MMC,AXS,ACGL,PUK","['MMC', 'AXS', 'ACGL', 'PUK']"
AOS,"LII,FELE,AAON,RBC,LXU,AMSC","['LII', 'FELE', 'AAON', 'RBC', 'LXU', 'AMSC']"
AOSL,"MPWR,SMTC,VSH,DIOD,TXN","['MPWR', 'SMTC', 'VSH', 'DIOD', 'TXN']"
AP,"USAP,CMC,CRS,STLD,NUE,SIM,GGB","['USAP', 'CMC', 'CRS', 'STLD', 'NUE', 'SIM', 'GGB']"
APA,"MRO,EOG,CVX,COP,OXY,CHK,PXD,DVN,BHP,BBL","['MRO', 'EOG', 'CVX', 'COP', 'OXY', 'CHK', 'PXD', 'DVN', 'BHP', 'BBL']"
APAM,"CNS,GBL,CG,KKR","['CNS', 'GBL', 'CG', 'KKR']"
APD,"MEOH,DOW,DD,VLO","['MEOH', 'DOW', 'DD', 'VLO']"
APDN,"HUN,CBT,SXT","['HUN', 'CBT', 'SXT']"
APEI,"STRA,LOPE,NAUH,ESI,LINC","['STRA', 'LOPE', 'NAUH', 'ESI', 'LINC']"
APEN,"NARI,NUMD,MSON,MMSI","['NARI', 'NUMD', 'MSON', 'MMSI']"
APH,"TEL,MEI,RFIL,BDC,COMM,ITT,OCC","['TEL', 'MEI', 'RFIL', 'BDC', 'COMM', 'ITT', 'OCC']"
APHA,LVVV,['LVVV']
APLE,"OPI,OLP,OHI,PARAUCO-CL","['OPI', 'OLP', 'OHI', 'PARAUCO-CL']"
APLS,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
APM,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
APO,"BX,WHG,EFC,KKR","['BX', 'WHG', 'EFC', 'KKR']"
APOG,"IBP,VMI,AA,CRH","['IBP', 'VMI', 'AA', 'CRH']"
APOP,,['']
APPF,"QTWO,QLYS,QADB,SPSC","['QTWO', 'QLYS', 'QADB', 'SPSC']"
APPN,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
APPS,"EGAN,WIFI,SPOK,TWER","['EGAN', 'WIFI', 'SPOK', 'TWER']"
APRN,"HBIS,LNDC,FVRG,BAFARB-MX","['HBIS', 'LNDC', 'FVRG', 'BAFARB-MX']"
APT,"ALGN,BIOL,MLSS,XRAY,CAH,MMM","['ALGN', 'BIOL', 'MLSS', 'XRAY', 'CAH', 'MMM']"
APTO,"ADXS,INFI,CRBP,IMGN","['ADXS', 'INFI', 'CRBP', 'IMGN']"
APTS,"VTR,CUZ,TWO,DCT","['VTR', 'CUZ', 'TWO', 'DCT']"
APTV,"STRT,SNSGF,SCTH,THRM","['STRT', 'SNSGF', 'SCTH', 'THRM']"
APTX,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
APVO,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
APWC,"OCC,WIRE,TEL,BDC","['OCC', 'WIRE', 'TEL', 'BDC']"
APYX,"NARI,NUMD,MSON,MMSI","['NARI', 'NUMD', 'MSON', 'MMSI']"
AQB,"NVCR,NVAX,ONVO,ORTX","['NVCR', 'NVAX', 'ONVO', 'ORTX']"
AQMS,"SMPR,VNP-CA,NEO-CA,IB-CA","['SMPR', 'VNP-CA', 'NEO-CA', 'IB-CA']"
AQN,"EMA,PCG,AWK","['EMA', 'PCG', 'AWK']"
AQST,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
AQUA,"PCTL,SINX,OGNG,NEWA","['PCTL', 'SINX', 'OGNG', 'NEWA']"
AR,"COG,RRC,RICE,EQT","['COG', 'RRC', 'RICE', 'EQT']"
ARAV,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
ARAY,"HOLX,ICAD,VAR,SYK,ISR","['HOLX', 'ICAD', 'VAR', 'SYK', 'ISR']"
ARC,"EXLS,DLX,PFMT,CAJ,SR,XRX,DSS","['EXLS', 'DLX', 'PFMT', 'CAJ', 'SR', 'XRX', 'DSS']"
ARCB,"ODFL,JBHT,SAIA,RRTS,FDX,FWRD","['ODFL', 'JBHT', 'SAIA', 'RRTS', 'FDX', 'FWRD']"
ARCC,"OTRA,OXLC,OXSQ,PAC-CA","['OTRA', 'OXLC', 'OXSQ', 'PAC-CA']"
ARCE,"OTED,MMTS,ISTC,HMHC","['OTED', 'MMTS', 'ISTC', 'HMHC']"
ARCH,"RHNO,SGQ-CA,NC,MOX-CA","['RHNO', 'SGQ-CA', 'NC', 'MOX-CA']"
ARCO,"TAST,YUM,WEN,GTIM,JACK,MCD","['TAST', 'YUM', 'WEN', 'GTIM', 'JACK', 'MCD']"
ARCT,"NWBO,NRC,NYMX,OMMH","['NWBO', 'NRC', 'NYMX', 'OMMH']"
ARD,"OI,RIGO3-AR,KSHB,FNV-VE","['OI', 'RIGO3-AR', 'KSHB', 'FNV-VE']"
ARDC,,['']
ARDS,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
ARDX,"OPK,AMGN,SNY,ABT,AZN","['OPK', 'AMGN', 'SNY', 'ABT', 'AZN']"
ARE,"PFE,GILD,LLY,ILMN,BMY,AMGN,ALNY","['PFE', 'GILD', 'LLY', 'ILMN', 'BMY', 'AMGN', 'ALNY']"
ARES,"GE,NEWT,VRTS,WETF","['GE', 'NEWT', 'VRTS', 'WETF']"
ARGO,"PROS,PSSA3-BR,PRA,PPHI","['PROS', 'PSSA3-BR', 'PRA', 'PPHI']"
ARGX,,['']
ARI,"OTRA,OXLC,OXSQ,PAC-CA","['OTRA', 'OXLC', 'OXSQ', 'PAC-CA']"
ARKR,"BDL,RRGB,DRI,TXRH,BLMN,EAT,BJRI,RICK","['BDL', 'RRGB', 'DRI', 'TXRH', 'BLMN', 'EAT', 'BJRI', 'RICK']"
ARL,"CTO,NEN,INTG,CPTP,MAYS,TCI","['CTO', 'NEN', 'INTG', 'CPTP', 'MAYS', 'TCI']"
ARLO,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
ARLP,"BTU,CNX,ACI,NRP,HNRG","['BTU', 'CNX', 'ACI', 'NRP', 'HNRG']"
ARMK,"CTAS,UNF,GE","['CTAS', 'UNF', 'GE']"
ARNA,"ARRY,GSK,ATHX","['ARRY', 'GSK', 'ATHX']"
ARNC,"VASCONI*-MX,REYN,ARNC","['VASCONI*-MX', 'REYN', 'ARNC']"
AROC,"PMDP,PGSVY,PED,PTOG","['PMDP', 'PGSVY', 'PED', 'PTOG']"
AROW,"CBU,NBTB,TMP,SBNY,FISI,EVBN,FNB,JFBC,FLIC","['CBU', 'NBTB', 'TMP', 'SBNY', 'FISI', 'EVBN', 'FNB', 'JFBC', 'FLIC']"
ARPO,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
ARR,"CTRE,UDR,CTT,NHI","['CTRE', 'UDR', 'CTT', 'NHI']"
ARRY,"AMGN,ONTX,NVS,LLY,AZN","['AMGN', 'ONTX', 'NVS', 'LLY', 'AZN']"
ARTNA,"YORW,CDZI,CWT,MSEX,AWR,SJW,AWK","['YORW', 'CDZI', 'CWT', 'MSEX', 'AWR', 'SJW', 'AWK']"
ARTW,"DE,AGCO,TTC,ALG,LNN,MTSA3-BR","['DE', 'AGCO', 'TTC', 'ALG', 'LNN', 'MTSA3-BR']"
ARVN,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
ARW,"AVT,SNX,TAIT,IBM,RELL,BSQR","['AVT', 'SNX', 'TAIT', 'IBM', 'RELL', 'BSQR']"
ARWR,"ALNY,DRNA,LGND,INO,JNJ,NANX,MRNA","['ALNY', 'DRNA', 'LGND', 'INO', 'JNJ', 'NANX', 'MRNA']"
ARYA,"OTRA,OXLC,OXSQ,PAC-CA","['OTRA', 'OXLC', 'OXSQ', 'PAC-CA']"
ASA,,['']
ASB,"WTFC,GBCI,BUSE,BPOP","['WTFC', 'GBCI', 'BUSE', 'BPOP']"
ASC,"DHT,SFL,TNK,TGP,FRO,GMLP,GLNG,TK,NAT","['DHT', 'SFL', 'TNK', 'TGP', 'FRO', 'GMLP', 'GLNG', 'TK', 'NAT']"
ASG,,['']
ASGN,"MAN,CCRN,RHI,KFRC,KELYA,TBI,MHH","['MAN', 'CCRN', 'RHI', 'KFRC', 'KELYA', 'TBI', 'MHH']"
ASH,"DOW,HUN,AZO,WMT,GPC,MNRO,CMI,GT","['DOW', 'HUN', 'AZO', 'WMT', 'GPC', 'MNRO', 'CMI', 'GT']"
ASIX,"PATR3-AR,PLTYF,LWLG,LOOP","['PATR3-AR', 'PLTYF', 'LWLG', 'LOOP']"
ASLN,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
ASM,"GPL,GPR-CA,AXU,PAAS,MAG-CA","['GPL', 'GPR-CA', 'AXU', 'PAAS', 'MAG-CA']"
ASMB,"IRWD,ENZN,AGRX,CPRX","['IRWD', 'ENZN', 'AGRX', 'CPRX']"
ASML,"KLAC,INTC,PLAB,TSM,CAJ","['KLAC', 'INTC', 'PLAB', 'TSM', 'CAJ']"
ASND,"ADXS,AFMD,AGTC,AKBA","['ADXS', 'AFMD', 'AGTC', 'AKBA']"
ASPN,"UFPT,CBT,OC,CXDC","['UFPT', 'CBT', 'OC', 'CXDC']"
ASPS,"WD,AAMC,LADR,FNMA","['WD', 'AAMC', 'LADR', 'FNMA']"
ASPU,"CLCN,CHGG,UTI,CIIX","['CLCN', 'CHGG', 'UTI', 'CIIX']"
ASR,"PAC,OMAB,GAPB-MX","['PAC', 'OMAB', 'GAPB-MX']"
ASRV,"BMTC,FCF,STBA,CCNE,FNB,PFIS,FULT,AMBK,UVSP,EMCF","['BMTC', 'FCF', 'STBA', 'CCNE', 'FNB', 'PFIS', 'FULT', 'AMBK', 'UVSP', 'EMCF']"
ASTC,"NOC,LMT,BA","['NOC', 'LMT', 'BA']"
ASTE,"TEX,MTW,CMCO,CAT,FET,NOV,TAYD,GENC","['TEX', 'MTW', 'CMCO', 'CAT', 'FET', 'NOV', 'TAYD', 'GENC']"
ASUR,"VRNT,WDAY,MRK,PFE,IRM,CRM,PCTY,RCMT,SCS","['VRNT', 'WDAY', 'MRK', 'PFE', 'IRM', 'CRM', 'PCTY', 'RCMT', 'SCS']"
ASX,"AMKR,UMC,TSM,AMD,IFNNY,IMOS","['AMKR', 'UMC', 'TSM', 'AMD', 'IFNNY', 'IMOS']"
ASYS,"BRKS,ACLS,CVV,AMAT,LRCX,KLAC","['BRKS', 'ACLS', 'CVV', 'AMAT', 'LRCX', 'KLAC']"
AT,"SO,DUK,EIX,AEP,IDA,ALE,XEL","['SO', 'DUK', 'EIX', 'AEP', 'IDA', 'ALE', 'XEL']"
ATAX,"OCN,AI,LPLA,GROW","['OCN', 'AI', 'LPLA', 'GROW']"
ATEC,"OFIX,NUVA,GMED,SYK,IART,MDT","['OFIX', 'NUVA', 'GMED', 'SYK', 'IART', 'MDT']"
ATEN,"MSFT,CTXS,JNPR,FFIV,RDWR,ORCL,CSCO,CPWR","['MSFT', 'CTXS', 'JNPR', 'FFIV', 'RDWR', 'ORCL', 'CSCO', 'CPWR']"
ATGE,"SEER3-BR,PRDO,NAUH,LOPE","['SEER3-BR', 'PRDO', 'NAUH', 'LOPE']"
ATH,"POSITVC1-PE,PACIFIC1-PE,POW-CA,PREVISION-CL","['POSITVC1-PE', 'PACIFIC1-PE', 'POW-CA', 'PREVISION-CL']"
ATHM,"TRUE,SOHU,NTES,JOBS,SFUN","['TRUE', 'SOHU', 'NTES', 'JOBS', 'SFUN']"
ATHX,"AMGN,PFE,BMY,MRNA,JNJ,USLM,ARNA,MRK,SNY","['AMGN', 'PFE', 'BMY', 'MRNA', 'JNJ', 'USLM', 'ARNA', 'MRK', 'SNY']"
ATI,"HAYN,CRS,USAP,VMI,FRD,KMT","['HAYN', 'CRS', 'USAP', 'VMI', 'FRD', 'KMT']"
ATKR,"PPIH,SYNL,TS,NWPX","['PPIH', 'SYNL', 'TS', 'NWPX']"
ATLC,"ADS,GDOT,CPSS,FMCC","['ADS', 'GDOT', 'CPSS', 'FMCC']"
ATLO,"WTBA,MOFG,QCRH,GSBC,CBSH,UMBF,HWBK,LARK,WFC,USB","['WTBA', 'MOFG', 'QCRH', 'GSBC', 'CBSH', 'UMBF', 'HWBK', 'LARK', 'WFC', 'USB']"
ATNI,"CBB,VZ,T,IDT,ALSK,CMCSA","['CBB', 'VZ', 'T', 'IDT', 'ALSK', 'CMCSA']"
ATNM,"GNCA,BMRN,SYN,FOLD","['GNCA', 'BMRN', 'SYN', 'FOLD']"
ATNX,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
ATO,"NFG,OGS,NI,CPK,RGCO,OKE,CNP","['NFG', 'OGS', 'NI', 'CPK', 'RGCO', 'OKE', 'CNP']"
ATOM,"PHO-CA,PLAB,POWI,PDFS","['PHO-CA', 'PLAB', 'POWI', 'PDFS']"
ATOS,"JNJ,LH,DGX,ENZ,TBIO,NEO","['JNJ', 'LH', 'DGX', 'ENZ', 'TBIO', 'NEO']"
ATR,"SEE,SLGN,GEF,OI,SON,BERY,BLL,CCK,PKG,TRS","['SEE', 'SLGN', 'GEF', 'OI', 'SON', 'BERY', 'BLL', 'CCK', 'PKG', 'TRS']"
ATRA,"AGTC,AGEN,AFMD,IMGN","['AGTC', 'AGEN', 'AFMD', 'IMGN']"
ATRC,"TFX,COO,BSX,EW,ABMD,STXS,JNJ,MDT","['TFX', 'COO', 'BSX', 'EW', 'ABMD', 'STXS', 'JNJ', 'MDT']"
ATRI,"COO,STAA,TFX,VUZI","['COO', 'STAA', 'TFX', 'VUZI']"
ATRO,"DCO,TDG,CVU,SPR,AIRI,MOG.B","['DCO', 'TDG', 'CVU', 'SPR', 'AIRI', 'MOG.B']"
ATRS,"ANIP,BDX,WST,RVP,PFE,TEVA,JNJ,LLY","['ANIP', 'BDX', 'WST', 'RVP', 'PFE', 'TEVA', 'JNJ', 'LLY']"
ATSG,"AAWW,FDX,UPS,SINO,AIRT","['AAWW', 'FDX', 'UPS', 'SINO', 'AIRT']"
ATTO,"HCKT,VEC,CRAI,TTEC","['HCKT', 'VEC', 'CRAI', 'TTEC']"
ATUS,"QBR.B-CA,QBCRF,SCMWY,SGSI","['QBR.B-CA', 'QBCRF', 'SCMWY', 'SGSI']"
ATVI,"TTWO,EA,MSFT,COOL,GLUU","['TTWO', 'EA', 'MSFT', 'COOL', 'GLUU']"
ATXI,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
AU,"IAG,GFI,NEM,GOLD,ABX-CA,IMG-CA,K-CA","['IAG', 'GFI', 'NEM', 'GOLD', 'ABX-CA', 'IMG-CA', 'K-CA']"
AUBN,"CTBI,BXS,RNST,PFBX,SFBS,CIZN","['CTBI', 'BXS', 'RNST', 'PFBX', 'SFBS', 'CIZN']"
AUDC,"ADTN,CSCO,JNPR,TXN,NTGR","['ADTN', 'CSCO', 'JNPR', 'TXN', 'NTGR']"
AUMN,"CDE,PAAS,GPL,HL","['CDE', 'PAAS', 'GPL', 'HL']"
AUPH,"REGN,AEZS,PIRS","['REGN', 'AEZS', 'PIRS']"
AUTL,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
AUTO,"RJDG,MLMN,SGRP,THDS","['RJDG', 'MLMN', 'SGRP', 'THDS']"
AUY,"MUX,EGO,NG,ABX-CA,NG-CA,ELD-CA,RIO,K-CA,G-CA,BBL","['MUX', 'EGO', 'NG', 'ABX-CA', 'NG-CA', 'ELD-CA', 'RIO', 'K-CA', 'G-CA', 'BBL']"
AVA,"PCG,WEC,NWE,POR,XEL,MDU,CMS,BKH,CNP,IDA","['PCG', 'WEC', 'NWE', 'POR', 'XEL', 'MDU', 'CMS', 'BKH', 'CNP', 'IDA']"
AVAL,"BK,C,SCBFF,RBSPF","['BK', 'C', 'SCBFF', 'RBSPF']"
AVAV,"SPR,AIR,LMT,BA,GD,NOC,TXT,HII","['SPR', 'AIR', 'LMT', 'BA', 'GD', 'NOC', 'TXT', 'HII']"
AVB,"EQR,MAC,EQC,EPR","['EQR', 'MAC', 'EQC', 'EPR']"
AVCO,"OPI,OLP,OHI,PARAUCO-CL","['OPI', 'OLP', 'OHI', 'PARAUCO-CL']"
AVD,"FMC,MBII,SMG,HWKN","['FMC', 'MBII', 'SMG', 'HWKN']"
AVDL,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
AVEO,"BIIB,REGN,MACK,BMY,LLY,AMGN","['BIIB', 'REGN', 'MACK', 'BMY', 'LLY', 'AMGN']"
AVGO,"ADI,SWKS,STM,TXN,IFNNY,IBM,VSH","['ADI', 'SWKS', 'STM', 'TXN', 'IFNNY', 'IBM', 'VSH']"
AVGR,"SRDX,UTMD,MSON,ICUI","['SRDX', 'UTMD', 'MSON', 'ICUI']"
AVID,"BTN,ADBE,AAPL,CCUR","['BTN', 'ADBE', 'AAPL', 'CCUR']"
AVK,,['']
AVLR,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
AVNS,"SINT,SKSK,SNDZ,SIEN","['SINT', 'SKSK', 'SNDZ', 'SIEN']"
AVNW,"CRNT,CAMP,SCON,MSI","['CRNT', 'CAMP', 'SCON', 'MSI']"
AVRO,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
AVT,"ARW,SNX,TAIT,INTC,HPQ,RELL,IBM","['ARW', 'SNX', 'TAIT', 'INTC', 'HPQ', 'RELL', 'IBM']"
AVXL,"LGND,ABIO,BCRX,CORT,PTN","['LGND', 'ABIO', 'BCRX', 'CORT', 'PTN']"
AVY,"MMM,HUN,ITP-CA,VRS,ACCO","['MMM', 'HUN', 'ITP-CA', 'VRS', 'ACCO']"
AVYA,"NTGR,PDTC3-BR,QLIS,RBBN","['NTGR', 'PDTC3-BR', 'QLIS', 'RBBN']"
AWF,,['']
AWI,"PATK,MAS,FBHS,MHK","['PATK', 'MAS', 'FBHS', 'MHK']"
AWK,"CWT,AWR,CDZI,YORW,SJW,MSEX,ARTNA","['CWT', 'AWR', 'CDZI', 'YORW', 'SJW', 'MSEX', 'ARTNA']"
AWP,,['']
AWR,"SJW,AWK,CWT,YORW,CDZI,MSEX,ARTNA,PCYO","['SJW', 'AWK', 'CWT', 'YORW', 'CDZI', 'MSEX', 'ARTNA', 'PCYO']"
AWRE,"INVE,AAPL,MSTR,FIX,ADBE,IDN,PBI,MMM","['INVE', 'AAPL', 'MSTR', 'FIX', 'ADBE', 'IDN', 'PBI', 'MMM']"
AWX,"WCN,ECOL,PESI,RSG,WM,HCCI,PTOI,AMSU","['WCN', 'ECOL', 'PESI', 'RSG', 'WM', 'HCCI', 'PTOI', 'AMSU']"
AX,"NWIN,NYCB,NWBI,NIDB","['NWIN', 'NYCB', 'NWBI', 'NIDB']"
AXAS,"CRK,EOG,XEC,SM,SD,DVN,FST","['CRK', 'EOG', 'XEC', 'SM', 'SD', 'DVN', 'FST']"
AXDX,"TMO,PKI,BDX,BIO,NSTG,BRKR","['TMO', 'PKI', 'BDX', 'BIO', 'NSTG', 'BRKR']"
AXGN,"MDT,TMO,BSX","['MDT', 'TMO', 'BSX']"
AXL,"MGA,DAN,SUP,SRI,TEN,MLR,BWA,LEA,STRT,MG-CA","['MGA', 'DAN', 'SUP', 'SRI', 'TEN', 'MLR', 'BWA', 'LEA', 'STRT', 'MG-CA']"
AXNX,"PECN,PEYE,PHG,PAVM","['PECN', 'PEYE', 'PHG', 'PAVM']"
AXON,"XBIT,FLXN,SGMO,EXEL","['XBIT', 'FLXN', 'SGMO', 'EXEL']"
AXP,"MA,V,C,GDOT,EBAY,DFS,BAC,COF,JPM","['MA', 'V', 'C', 'GDOT', 'EBAY', 'DFS', 'BAC', 'COF', 'JPM']"
AXR,"EXLS,WNS,BR,INOD,SYKE,AMEN","['EXLS', 'WNS', 'BR', 'INOD', 'SYKE', 'AMEN']"
AXS,"RNR,MHLD,ACGL,XL","['RNR', 'MHLD', 'ACGL', 'XL']"
AXSM,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
AXTA,"PPG,RPM,FOE,SHW","['PPG', 'RPM', 'FOE', 'SHW']"
AXTI,"VECO,ASYS,PLAB,ACLS,LRCX,SWKS,GTAT,KOPN","['VECO', 'ASYS', 'PLAB', 'ACLS', 'LRCX', 'SWKS', 'GTAT', 'KOPN']"
AXU,"PAAS,GPL,SVM,EXK,MAG-CA,EDR-CA,GPR-CA,FR-CA,HL,SVM-CA","['PAAS', 'GPL', 'SVM', 'EXK', 'MAG-CA', 'EDR-CA', 'GPR-CA', 'FR-CA', 'HL', 'SVM-CA']"
AY,"PNM,PNW,PSPW,PSWW","['PNM', 'PNW', 'PSPW', 'PSWW']"
AYI,"OESX,PHG,CSIQ,LSCG","['OESX', 'PHG', 'CSIQ', 'LSCG']"
AYTU,"CGEM,ROL,LRN,SCOO","['CGEM', 'ROL', 'LRN', 'SCOO']"
AYX,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
AZN,"BMY,PFE,MRK,GSK,SNY,LLY,JNJ,ABT,BIIB,NVS","['BMY', 'PFE', 'MRK', 'GSK', 'SNY', 'LLY', 'JNJ', 'ABT', 'BIIB', 'NVS']"
AZO,"AAP,ORLY,PRTS,MNRO,HZO","['AAP', 'ORLY', 'PRTS', 'MNRO', 'HZO']"
AZPN,"QADB,ROK,PTC,SAP,GE,HON","['QADB', 'ROK', 'PTC', 'SAP', 'GE', 'HON']"
AZRE,"PNM,PNW,PSPW,PSWW","['PNM', 'PNW', 'PSPW', 'PSWW']"
AZRX,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
AZUL,"LTMAQ,LUV,MESA,LTM-CL","['LTMAQ', 'LUV', 'MESA', 'LTM-CL']"
AZZ,"POWL,AMSC,NOV,VMI,RBC","['POWL', 'AMSC', 'NOV', 'VMI', 'RBC']"
B,"KMT,NPO,BA,CW,TKR,MLI,GE,SPLP,HEI,TGI","['KMT', 'NPO', 'BA', 'CW', 'TKR', 'MLI', 'GE', 'SPLP', 'HEI', 'TGI']"
BA,"LMT,NOC,ERJ,GD,SPR,TXT,HON,GE,EMBR3-BR","['LMT', 'NOC', 'ERJ', 'GD', 'SPR', 'TXT', 'HON', 'GE', 'EMBR3-BR']"
BABA,"AMZN,OSTK,EBAY,SOHU","['AMZN', 'OSTK', 'EBAY', 'SOHU']"
BAC,"USB,C,WFC,JPM,BCS,TRMK","['USB', 'C', 'WFC', 'JPM', 'BCS', 'TRMK']"
BAH,"ICFI,NOC,MANT,SAIC,LDOS,CACI,ACN,GD","['ICFI', 'NOC', 'MANT', 'SAIC', 'LDOS', 'CACI', 'ACN', 'GD']"
BAK,"CE,PBR,VHI,ASH","['CE', 'PBR', 'VHI', 'ASH']"
BAM,"BLK,CF-CA,BRP,CM,CM-CA,WFG-CA","['BLK', 'CF-CA', 'BRP', 'CM', 'CM-CA', 'WFG-CA']"
BANC,"PROV,RVSB,TBNK,BYFC,FSBW,FFNW,SMPL,WAFD,TSBK","['PROV', 'RVSB', 'TBNK', 'BYFC', 'FSBW', 'FFNW', 'SMPL', 'WAFD', 'TSBK']"
